StationID,LabCode,SampleType,QABatch,Species,Dilution,Concentration,EPCode,Units,StatisticalTest,Mean,N,StdDev,PctControl,SigEffect,QACode,Comment
6489,GTCN,QA,GC_B08EE3_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,89,5,6.5192,90.81632,SC,E,
6489,GTCN,QA,GC_B08MG3_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,79.4,5,16.99411,89.01345,NSC,E,
6489,NE,QA,0808-S161,EE,-99,-99,SP10,PERCENT,t-test,88,5,4.47213,91.66666,SC,A,
6489,NE,Result,0808-S081,MG,-99,-99,NPA,PERCENT,t-test,76.8,5,12.43784,102.94905,NSC,E,
6493,CLAEMD,RESULT,B0808071batch3b.E,EE,-99,-99,SP10,PERCENT,t-test,90,5,7.90569,91.83673,SC,A,
6493,NE,Result,0808-S081,MG,-99,-99,NPA,PERCENT,t-test,73.8,5,7.94984,98.92761,NSC,E,
6500,CSD,Result,CSD005,EE,-99,-99,SP10,PERCENT,t-test,68,5,8.3666,71.57894,SC,A,
6500,GTCN,RESULT,GC_B08MG1_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,89.8,5,22.43211,86.18041,NSC,AEK,
6508,ABC,Result,EOHT 10.3.2008,EE,-99,-99,SP10,PERCENT,t-test,90,5,3.53553,95.74468,NSC,A,
6508,GTCN,RESULT,GC_B08MG6_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,78.8,5,6.14003,93.14421,NSC,AK,
6513,ABC,Result,EOHT 10.3.2008,EE,-99,-99,SP10,PERCENT,t-test,91,5,2.23606,96.8085,NSC,A,
6513,GTCN,RESULT,GC_B08MG6_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,84,5,17.36375,99.29077,NSC,AK,
6518,ABC,Result,EOHT 10.3.2008,EE,-99,-99,SP10,PERCENT,t-test,84,5,4.1833,89.3617,SC,A,
6518,GTCN,RESULT,GC_B08MG6_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,83.8,5,1.64316,99.05437,NSC,AK,
6520,ABC,Result,EOHT 9.12.2008,EE,-99,-99,SP10,PERCENT,t-test,3,5,4.47213,3.26086,SC,A,
6520,GTCN,RESULT,GC_B08MG5_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,0.4,5,0.89442,0.39682,SC,AKN,"Results were likely affected by ammonia concentration in the overlying water.  For the report, a value of 34% normal-alive was used based on the predicted effect of ammonia."
6527,ABC,Result,EOHT 10.3.2008,EE,-99,-99,SP10,PERCENT,t-test,20,5,7.90569,21.27659,SC,A,
6527,GTCN,QA,GC_B08EE6_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,90,5,6.12372,95.74468,NSC,AEK,
6527,GTCN,RESULT,GC_B08MG6_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,80.19999,5,11.077,94.79905,NSC,AK,
6530,ABC,Result,EOHT 10.3.2008,EE,-99,-99,SP10,PERCENT,t-test,90,5,3.53553,95.74468,NSC,A,
6530,GTCN,RESULT,GC_B08MG6_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,85.19999,5,8.438,100.70922,NSC,AK,
6539,GTCN,RESULT,GC_B08EE4_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,89,5,11.40175,95.69892,NSC,E,
6539,GTCN,RESULT,GC_B08MG4_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,58.4,5,11.48041,64.17582,SC,E,
6543,GTCN,RESULT,GC_B08EE4_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,55,5,18.70828,59.13978,SC,E,
6543,GTCN,RESULT,GC_B08MG4_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,0,5,0,0,SC,E,
6546,ABC,Result,EOHT 9.12.2008,EE,-99,-99,SP10,PERCENT,t-test,83,5,10.36822,90.21739,NSC,A,
6546,GTCN,RESULT,GC_B08MG5_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,90.59999,5,14.92648,89.88095,NSC,AEK,
6549,ABC,Result,EOHT 9.7.2008,EE,-99,-99,SP10,PERCENT,t-test,91,5,2.23606,97.84946,NSC,A,
6549,GTCN,RESULT,GC_B08MG5_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,89,5,4.74341,88.29364,SC,AEK,
6553,ABC,Result,EOHT 9.7.2008,EE,-99,-99,SP10,PERCENT,t-test,87,5,2.73861,93.54838,SC,A,
6553,GTCN,RESULT,GC_B08MG5_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,82.8,5,5.93295,82.14286,SC,AEK,
6560,ABC,Result,EOHT 9.7.2008,EE,-99,-99,SP10,PERCENT,t-test,85,5,7.07106,91.39785,SC,A,
6560,GTCN,RESULT,GC_B08MG5_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,89.8,5,7.66159,89.0873,SC,AEK,
6562,GTCN,RESULT,GC_B08EE5_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,96,5,5.47722,98.96907,NSC,AK,
6562,GTCN,RESULT,GC_B08MG5_S_TOX,MG,-99,-99,NPA,PERCENT,t-test,79.59999,5,15.53383,78.96825,SC,AK,
6570,WS,Result,B08EE090208,EE,-99,-99,SP10,PERCENT,t-test,92,5,2.73861,93.24324,SC,A,
6570,WS,Result,B08MG10,MG,-99,-99,NPA,PERCENT,t-test,71.4,5,5.94138,93.70079,NSC,A,
6572,WS,Result,B08EE090208,EE,-99,-99,SP10,PERCENT,t-test,92,5,5.70087,93.24324,SC,A,
6572,WS,Result,B08MG09R,MG,-99,-99,NPA,PERCENT,t-test,66.66666,3,15.5349,69.44444,SC,C,Only enough sample left for 3 reps
6649,CLAEMD,RESULT,B0809071batch4b.E,EE,-99,-99,SP10,PERCENT,t-test,92,5,5.70087,93.87754,SC,A,
6649,NE,Result,0809-S251,MG,-99,-99,NPA,PERCENT,t-test,100.19999,5,6.97853,115.70439,NSC,E,Sample jar was mislabeled as station 6493
6659,WS,Result,B08EE090908,EE,-99,-99,SP10,PERCENT,t-test,85,5,11.18033,88.0829,SC,A,
6659,WS,Result,B08MG14,MG,-99,-99,NPA,PERCENT,t-test,90.8,5,6.14003,89.37007,SC,A,
6660,WS,Result,B08EE090208,EE,-99,-99,SP10,PERCENT,t-test,92,5,7.58287,93.24324,NSC,A,
6660,WS,Result,B08MG13,MG,-99,-99,NPA,PERCENT,t-test,94,5,11.33578,93.0693,NSC,A,
6661,WS,Result,B08EE090208,EE,-99,-99,SP10,PERCENT,t-test,68,5,27.74887,68.91892,SC,A,
6661,WS,Result,B08MG12,MG,-99,-99,NPA,PERCENT,t-test,65.59999,5,16.59216,69.49152,SC,A,
0000,ABC,CNEG,EOHT 10.3.2008,EE,-99,-99,SP10,PERCENT,Not tested,94,5,4.1833,100,X,A,
0000,ABC,CNEG,EOHT 7.31.2008,EE,-99,-99,SP10,PERCENT,Not tested,95,5,3.53553,100,X,A,
0000,ABC,CNEG,EOHT 8.11.2008,EE,-99,-99,SP10,PERCENT,Not tested,95,5,3.53553,100,X,A,
0000,ABC,CNEG,EOHT 9.1.2008,EE,-99,-99,SP10,PERCENT,Not tested,93,5,4.47213,100,X,A,
0000,ABC,CNEG,EOHT 9.12.2008,EE,-99,-99,SP10,PERCENT,Not tested,92,5,2.73861,100,X,A,
0000,ABC,CNEG,EOHT 9.7.2008,EE,-99,-99,SP10,PERCENT,Not tested,93,5,4.47213,100,X,A,
0000,CLAEMD,CNEG,B0809071batch4a.E,EE,-99,-99,SP10,PERCENT,Not tested,98,5,2.73861,100,X,A,
0000,CLAEMD,CNEG,B0809071batch4b.E,EE,-99,-99,SP10,PERCENT,Not tested,98,5,2.73861,100,X,A,
0000,CLAEMD,CNEG,B0807071batch1a.E,EE,-99,-99,SP10,PERCENT,Not tested,97,5,4.47213,100,X,A,
0000,CLAEMD,CNEG,B0807071batch2a.E,EE,-99,-99,SP10,PERCENT,Not tested,91,5,2.23606,100,X,A,
0000,CLAEMD,CNEG,B0808071batch2b.E,EE,-99,-99,SP10,PERCENT,Not tested,95,5,3.53553,100,X,A,
0000,CLAEMD,CNEG,B0808071batch3a.E,EE,-99,-99,SP10,PERCENT,Not tested,100,5,0,100,X,A,
0000,CLAEMD,CNEG,B0808071batch3b.E,EE,-99,-99,SP10,PERCENT,Not tested,98,5,2.73861,100,X,A,
0000,CSD,CNEG,CSD003,EE,-99,-99,SP10,PERCENT,Not tested,96,5,4.1833,100,X,A,
0000,CSD,CNEG,CSD005,EE,-99,-99,SP10,PERCENT,Not tested,95,5,5,100,X,A,
0000,CSD,CNEG,CSD007,EE,-99,-99,SP10,PERCENT,Not tested,96,5,4.1833,100,X,A,
0000,CSD,CNEG,CSD008,EE,-99,-99,SP10,PERCENT,Not tested,97,5,4.47213,100,X,A,
0000,GTCN,CNEG,GC_B08EE1_S_TOX,EE,-99,-99,SP10,PERCENT,Not tested,92,5,6.7082,100,X,A,
0000,GTCN,CNEG,GC_B08EE2_S_TOX,EE,-99,-99,SP10,PERCENT,Not tested,94,5,2.23606,100,X,A,
0000,GTCN,CNEG,GC_B08EE3_S_TOX,EE,-99,-99,SP10,PERCENT,Not tested,98,5,4.47213,100,X,A,
0000,GTCN,CNEG,GC_B08EE4_S_TOX,EE,-99,-99,SP10,PERCENT,Not tested,93,5,8.3666,100,X,A,
0000,GTCN,CNEG,GC_B08EE5_S_TOX,EE,-99,-99,SP10,PERCENT,Not tested,97,5,2.73861,100,X,A,
0000,GTCN,CNEG,GC_B08EE6_S_TOX,EE,-99,-99,SP10,PERCENT,Not tested,94,5,2.23606,100,X,A,
0000,GTCN,CNEG,GC_B08MG1_S_TOX,MG,-99,-99,NPA,PERCENT,Not tested,104.19999,5,6.94262,100,X,A,
0000,GTCN,CNEG,GC_B08MG2_S_TOX,MG,-99,-99,NPA,PERCENT,Not tested,94.19999,5,7.19027,100,X,A,
0000,GTCN,CNEG,GC_B08MG3_S_TOX,MG,-99,-99,NPA,PERCENT,Not tested,89.19999,5,7.36206,100,X,A,
0000,GTCN,CNEG,GC_B08MG4_S_TOX,MG,-99,-99,NPA,PERCENT,Not tested,91,5,5.70087,100,X,A,
0000,GTCN,CNEG,GC_B08MG5_S_TOX,MG,-99,-99,NPA,PERCENT,Not tested,100.8,5,3.96232,100,X,A,
0000,GTCN,CNEG,GC_B08MG6_S_TOX,MG,-99,-99,NPA,PERCENT,Not tested,84.59999,5,12.60158,100,X,A,
0000,NE,CNEG,0807-S153,EE,-99,-99,SP10,PERCENT,Not tested,92,5,6.7082,100,X,A,
0000,NE,CNEG,0808-S161,EE,-99,-99,SP10,PERCENT,Not tested,96,5,6.5192,100,X,A,
0000,NE,CNEG,0808-S081,MG,-99,-99,NPA,PERCENT,Not tested,74.59999,5,12.89573,100,X,E,
0000,NE,CNEG,0809-S099,MG,-99,-99,NPA,PERCENT,Not tested,84.59999,5,17.70028,100,X,AJ,
0000,NE,CNEG,0809-S251,MG,-99,-99,NPA,PERCENT,Not tested,86.59999,5,5.27257,100,X,E,
0000,OCSD,CNEG,OCSD03,EE,-99,-99,SP10,PERCENT,Not tested,95,5,0,100,X,A,
0000,WS,CNEG,B08EE082008,EE,-99,-99,SP10,PERCENT,Not tested,90.5,10,8.31665,100,X,A,
0000,WS,CNEG,B08EE082608,EE,-99,-99,SP10,PERCENT,Not tested,94.75,20,9.66205,100,X,A,
0000,WS,CNEG,B08EE090208,EE,-99,-99,SP10,PERCENT,Not tested,98.66666,15,2.96808,100,X,A,
0000,WS,CNEG,B08EE090508,EE,-99,-99,SP10,PERCENT,Not tested,97,10,3.49602,100,X,A,
0000,WS,CNEG,B08EE090908,EE,-99,-99,SP10,PERCENT,Not tested,96.5,10,4.11636,100,X,A,
0000,WS,CNEG,B08EE100708,EE,-99,-99,SP10,PERCENT,Not tested,97,5,4.47213,100,X,A,
0000,WS,CNEG,B08EEAH,EE,-99,-99,SP10,PERCENT,Not tested,92,5,5.70087,100,X,A,
0000,WS,CNEG,B08EEBL,EE,-99,-99,SP10,PERCENT,Not tested,95.59999,5,6.0663,100,X,A,
0000,WS,CNEG,B08EELPLSELTJR,EE,-99,-99,SP10,PERCENT,Not tested,90.33333,15,5.49891,100,X,A,
0000,WS,CNEG,B08EESDR,EE,-99,-99,SP10,PERCENT,Not tested,95,5,7.07106,100,X,A,
0000,WS,CNEG,B08EESM,EE,-99,-99,SP10,PERCENT,Not tested,94,5,5.47722,100,X,A,
0000,WS,CNEG,B08EESW,EE,-99,-99,SP10,PERCENT,Not tested,90,5,6.12372,100,X,A,
0000,WS,CNEG,B08MG07,MG,-99,-99,NPA,PERCENT,Not tested,86.59999,5,12.81795,100,X,A,
0000,WS,CNEG,B08MG08,MG,-99,-99,NPA,PERCENT,Not tested,76.4,5,6.58027,100,X,A,
0000,WS,CNEG,B08MG091008,MG,-99,-99,NPA,PERCENT,Not tested,98.59999,5,6.69328,100,X,A,
0000,WS,CNEG,B08MG09R,MG,-99,-99,NPA,PERCENT,Not tested,96,5,7.90569,100,X,A,
0000,WS,CNEG,B08MG10,MG,-99,-99,NPA,PERCENT,Not tested,76.19999,5,10.80277,100,X,A,
0000,WS,CNEG,B08MG11,MG,-99,-99,NPA,PERCENT,Not tested,81,5,5.04975,100,X,A,
0000,WS,CNEG,B08MG12,MG,-99,-99,NPA,PERCENT,Not tested,94.4,5,7.82943,100,X,A,
0000,WS,CNEG,B08MG13,MG,-99,-99,NPA,PERCENT,Not tested,101,5,21.34244,100,X,A,
0000,WS,CNEG,B08MG14,MG,-99,-99,NPA,PERCENT,Not tested,101.59999,5,6.22896,100,X,A,
0000,WS,CNEG,B08MG15,MG,-99,-99,NPA,PERCENT,Not tested,101,5,6.67083,100,X,A,
0000,WS,CNEG,B08MGAH,MG,-99,-99,NPA,PERCENT,Not tested,87,5,4.47213,100,X,A,
0000,WS,CNEG,B08MGLPL,MG,-99,-99,NPA,PERCENT,Not tested,76.19999,5,37.69217,100,X,A,
0000,WS,CNEG,B08MGSDR,MG,-99,-99,NPA,PERCENT,Not tested,88.19999,5,8.49705,100,X,A,
0000,WS,CNEG,B08MGSEL,MG,-99,-99,NPA,PERCENT,Not tested,85.59999,5,7.82943,100,X,A,
0000,WS,CNEG,B08MGSPLIT,MG,-99,-99,NPA,PERCENT,Not tested,82.4,5,7.4027,100,X,A,
0000,WS,CNEG,B08MGSW,MG,-99,-99,NPA,PERCENT,Not tested,80,5,12.74754,100,X,A,
0000,WS,CNEG,B08MGTJR,MG,-99,-99,NPA,PERCENT,Not tested,88.8,5,10.18332,100,X,A,
0000,WS,CNEG,B08MG01,MG,-99,-99,NPA,PERCENT,Not tested,73.59999,5,21.54762,100,X,A,
0000,WS,CNEG,B08MG02,MG,-99,-99,NPA,PERCENT,Not tested,80.19999,5,13.31164,100,X,A,
0000,WS,CNEG,B08MG03,MG,-99,-99,NPA,PERCENT,Not tested,77.5,4,13.27905,100,X,C,
0000,WS,CNEG,B08MG04,MG,-99,-99,NPA,PERCENT,Not tested,78.8,5,13.62717,100,X,A,
0000,WS,CNEG,B08MG06,MG,-99,-99,NPA,PERCENT,Not tested,88,5,15.76388,100,X,A,
7002,CSD,Result,CSD003,EE,-99,-99,SP10,PERCENT,t-test,86,5,10.83974,89.58333,NSC,A,
7008,CSD,Result,CSD003,EE,-99,-99,SP10,PERCENT,t-test,91,5,4.1833,94.79166,SC,A,
7009,CSD,Result,CSD003,EE,-99,-99,SP10,PERCENT,t-test,86,5,6.5192,89.58333,SC,A,
7122,GTCN,RESULT,GC_B08EE5_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,90,5,6.12372,92.7835,SC,AEK,
7158,GTCN,RESULT,GC_B08EE5_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,92,5,2.73861,94.84535,SC,AEK,
7166,OCSD,Result,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,89,5,5.47722,93.68421,SC,A,
7208,OCSD,Result,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,85,5,7.90569,89.47368,SC,A,
7231,OCSD,Result,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,93,5,6.7082,97.89473,NSC,A,
7269,OCSD,Result,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,91,5,5.47722,95.78947,NSC,A,
7287,OCSD,Result,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,93,5,8.3666,97.89473,NSC,A,
7293,OCSD,Result,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,97,5,2.73861,102.10526,NSC,A,
7300,OCSD,Result,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,94,5,4.1833,98.94736,NSC,A,
7301,GTCN,RESULT,GC_B08EE2_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,94,5,6.5192,100,NSC,AEK,
7321,GTCN,RESULT,GC_B08EE2_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,86,5,6.5192,91.48936,SC,AEK,
7395,GTCN,RESULT,GC_B08EE2_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,87,5,10.36822,92.55319,NSC,AEK,
7417,CLAEMD,RESULT,B0807071batch1a.E,EE,-99,-99,SP10,PERCENT,t-test,100,5,0,103.09278,NSC,A,
7461,CLAEMD,RESULT,B0807071batch1a.E,EE,-99,-99,SP10,PERCENT,t-test,95,5,3.53553,97.93814,NSC,A,
7517,CLAEMD,RESULT,B0807071batch1a.E,EE,-99,-99,SP10,PERCENT,t-test,94,5,6.5192,96.90721,NSC,A,
7528,ABC,Result,EOHT 9.1.2008,EE,-99,-99,SP10,PERCENT,t-test,83,5,4.47213,89.24731,SC,A,
7542,ABC,Result,EOHT 9.1.2008,EE,-99,-99,SP10,PERCENT,t-test,92,5,4.47213,98.92472,NSC,A,
7596,ABC,Result,EOHT 9.7.2008,EE,-99,-99,SP10,PERCENT,t-test,92,5,2.73861,98.92472,NSC,A,
7629,ABC,Result,EOHT 8.11.2008,EE,-99,-99,SP10,PERCENT,t-test,89,5,4.1833,93.68421,SC,A,
7652,CSD,Result,CSD007,EE,-99,-99,SP10,PERCENT,t-test,96,5,4.1833,100,NSC,A,
7654,CSD,Result,CSD007,EE,-99,-99,SP10,PERCENT,t-test,97,5,6.7082,101.04166,NSC,A,
7681,ABC,Result,EOHT 8.11.2008,EE,-99,-99,SP10,PERCENT,t-test,92,5,4.47213,96.8421,NSC,A,
7696,CSD,Result,CSD007,EE,-99,-99,SP10,PERCENT,t-test,96,5,5.47722,100,NSC,A,
7727,CSD,Result,CSD007,EE,-99,-99,SP10,PERCENT,t-test,94,5,4.1833,97.91666,NSC,A,
7728,ABC,Result,EOHT 8.11.2008,EE,-99,-99,SP10,PERCENT,t-test,88,5,2.73861,92.63157,SC,A,
7735,ABC,Result,EOHT 8.11.2008,EE,-99,-99,SP10,PERCENT,t-test,91,5,6.5192,95.78947,NSC,A,
7741,CSD,Result,CSD007,EE,-99,-99,SP10,PERCENT,t-test,97,5,2.73861,101.04166,NSC,A,
GS00,ABC,QA,EOHT 10.3.2008,EE,-99,-99,SP10,PERCENT,t-test,94,5,4.1833,100,NSC,A,
GS00,ABC,QA,EOHT 7.31.2008,EE,-99,-99,SP10,PERCENT,t-test,93,5,2.73861,97.89473,NSC,A,
GS00,ABC,QA,EOHT 8.11.2008,EE,-99,-99,SP10,PERCENT,t-test,92,5,2.73861,96.8421,NSC,A,
GS00,ABC,QA,EOHT 9.1.2008,EE,-99,-99,SP10,PERCENT,t-test,93,5,4.47213,100,NSC,A,
GS00,ABC,QA,EOHT 9.12.2008,EE,-99,-99,SP10,PERCENT,t-test,87,5,2.73861,94.56521,SC,A,
GS00,ABC,QA,EOHT 9.7.2008,EE,-99,-99,SP10,PERCENT,t-test,93,5,4.47213,100,NSC,A,
GS00,CLAEMD,QA,B0809071batch4a.E,EE,-99,-99,SP10,PERCENT,t-test,92,5,7.58287,93.87754,NSC,A,Grain size control; 40 amphipods exposed in replicate -- percent survival = (# survived/40) * 100
GS00,CLAEMD,QA,B0807071batch1a.E,EE,-99,-99,SP10,PERCENT,t-test,83,5,5.70087,85.567,SC,A,Grain size control
GS00,CLAEMD,QA,B0807071batch2a.E,EE,-99,-99,SP10,PERCENT,t-test,77,5,8.3666,84.61538,SC,A,Grain size control
GS00,CLAEMD,QA,B0808071batch3a.E,EE,-99,-99,SP10,PERCENT,t-test,95,5,5,95,SC,A,Grain size control
GS00,CSD,QA,CSD005,EE,-99,-99,SP10,PERCENT,t-test,85,5,7.90569,89.47368,SC,A,
GS00,CSD,QA,CSD007,EE,-99,-99,SP10,PERCENT,t-test,96,5,6.5192,100,NSC,A,
GS00,GTCN,QA,GC_B08EE1_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,85,5,10,92.3913,NSC,A,
GS00,GTCN,QA,GC_B08EE2_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,71.25,4,4.78713,75.79787,SC,ACE,Replicate Lost
GS00,GTCN,QA,GC_B08EE3_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,87,5,10.36822,88.77551,SC,A,
GS00,GTCN,QA,GC_B08EE4_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,86,5,8.21583,92.47312,NSC,A,
GS00,GTCN,QA,GC_B08EE5_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,92,5,5.70087,94.84535,NSC,A,
GS00,GTCN,QA,GC_B08EE6_S_TOX,EE,-99,-99,SP10,PERCENT,t-test,79,5,9.61769,84.04255,SC,A,
GS00,NE,QA,0807-S153,EE,-99,-99,SP10,PERCENT,t-test,75,5,10,81.52173,SC,A,
GS00,NE,QA,0808-S161,EE,-99,-99,SP10,PERCENT,t-test,87,5,7.58287,90.625,SC,A,
GS00,OCSD,QA,OCSD03,EE,-99,-99,SP10,PERCENT,t-test,73,5,11.51086,76.8421,SC,A,Grain Size Control
GS00,WS,QA,B08EE082008,EE,-99,-99,SP10,PERCENT,t-test,78,5,12.04159,86.18784,SC,A,
GS00,WS,QA,B08EE082608,EE,-99,-99,SP10,PERCENT,t-test,92,5,5.70087,97.09762,NSC,A,
GS00,WS,QA,B08EE090208,EE,-99,-99,SP10,PERCENT,t-test,80,5,9.35414,81.08107,SC,A,
GS00,WS,QA,B08EE090508,EE,-99,-99,SP10,PERCENT,t-test,78,10,7.8881,80.41236,SC,A,
GS00,WS,QA,B08EE090908,EE,-99,-99,SP10,PERCENT,t-test,81,5,12.44989,83.93782,SC,A,
GS00,WS,QA,B08EELPLSELTJR,EE,-99,-99,SP10,PERCENT,t-test,65,5,11.18033,71.95571,SC,A,
GS00,WS,QA,B08EESDR,EE,-99,-99,SP10,PERCENT,t-test,85,5,11.72603,89.47368,SC,A,
SC12,WS,CNEG,B08EESEL6242,EE,-99,-99,SP10,PERCENT,Not tested,90,5,7.90569,100,X,A,
